feature,importance
gaming_usage_hours,0.4291668732123665
streaming_usage_hours,0.14191326240812804
social_media_hours,0.1211129225016944
push_notifications_per_day,0.10984374932855191
gaming_hours,0.07396056682653777
anxiety_score,0.05685548461202215
burnout_level,0.00236349144966686
messaging_usage_hours,0.002347260794471524
app_screen_time_min,0.0022898646101808437
caffeine_intake_mg,0.0022790799792535357
focus_index,0.0022709293908533177
productivity_score,0.0022708564200149333
app_youtube_comments,0.002267705175959494
online_classes_hours,0.002266694804180544
tech_savviness_score,0.002265430638904909
exercise_minutes,0.0022612485300027786
screen_time_hours,0.0022463089096176943
mental_health_score,0.0022304742564913226
exam_score,0.0021995099727733385
work_related_usage_hours,0.0021960346616697415
study_hours,0.0021933044749244753
daily_steps,0.0021914267470959084
app_youtube_views,0.002182123076168025
app_youtube_likes,0.00215731415575672
self_study_hours,0.002144735327184665
depression_score,0.002126468103308272
daily_screen_time_hours,0.0021183508437816402
sleep_hours,0.0020886363301443694
physical_activity_level,0.0020846843322634236
phone_unlocks_per_day,0.0020612535524945066
heart_rate,0.0016514883563293196
app_interactions,0.001520649111021202
age,0.001295821863784725
app_launches,0.0012908991075762776
stress_level_lifestyle,0.0009479529590566878
sleep_quality,0.000931936201918519
self_reported_addiction_level,0.0006876052529751088
social_weakness,0.0005200387564498832
growing_stress,0.0005066980871131936
work_interest,0.0004996086220831305
mood_swings,0.0004895021523245151
internet_quality_Average,0.00029048823944905546
part_time_job,0.00028957244840179804
upcoming_deadline,0.0002828469276292672
coping_struggles,0.00028164855222312477
internet_quality_Good,0.00026857413235884957
academic_level_Undergraduate,0.0002655783367088869
app_is_productive,0.00026175755051771794
academic_level_Postgraduate,0.0002480076344123831
bmi_category_Normal,0.00023021798018090054
gender_Male,0.00021424694318980354
internet_quality_Excellent,0.00021226304669040726
bmi_category_Overweight,0.00020718763992490357
academic_level_High School,0.00019770207317507563
gender_Female,0.0001895499774358563
internet_quality_Poor,0.00014010383772435764
bmi_category_Obese,8.391620089146742e-05
gender_Other,3.809258198988805e-05
