feature,importance
social_media_usage_hours,0.3992996547956065
gaming_usage_hours,0.23021351099195328
social_media_hours,0.16028916698077453
phone_unlocks_per_day,0.08930045759428351
streaming_usage_hours,0.03057765067477439
messaging_usage_hours,0.019442924782431564
push_notifications_per_day,0.006049461475688564
app_youtube_comments,0.002344136649657645
tech_savviness_score,0.0023108628044104457
daily_steps,0.002279415005013034
focus_index,0.0022782159418824597
app_youtube_likes,0.0022526934449074985
mental_health_score,0.002236137017649715
burnout_level,0.0022289192923000273
anxiety_score,0.002222908860110762
screen_time_hours,0.002222550616596976
work_related_usage_hours,0.0022205066926738984
app_youtube_views,0.002215158927613767
exam_score,0.0022138061288454205
depression_score,0.002212174131063769
exercise_minutes,0.002211830056393853
app_screen_time_min,0.0022081569720787896
study_hours,0.002195985333158852
gaming_hours,0.002192468557475225
productivity_score,0.0021810310981590633
caffeine_intake_mg,0.0021659880306819394
online_classes_hours,0.002143613324641493
sleep_hours,0.0021307889192510106
self_study_hours,0.002079270929744778
physical_activity_level,0.0020785551822614053
heart_rate,0.001670564924297127
app_interactions,0.0014608318367253924
age,0.0013176675749168643
app_launches,0.0012742549279269643
sleep_quality,0.0009586025335196398
stress_level_lifestyle,0.000908380966721268
self_reported_addiction_level,0.0007085928899817378
growing_stress,0.0005257566717717651
mood_swings,0.0004987524255200848
social_weakness,0.0004973048430136198
work_interest,0.000496672541092134
coping_struggles,0.0003061098923522953
upcoming_deadline,0.0003021441618472235
internet_quality_Good,0.00028943961290095786
part_time_job,0.00028642031359892196
app_is_productive,0.0002678230342717121
academic_level_Undergraduate,0.0002498306396857145
internet_quality_Average,0.0002427035719066457
internet_quality_Excellent,0.00022644955236049763
bmi_category_Overweight,0.00021979143083470344
bmi_category_Normal,0.00021816121330459968
gender_Female,0.00020958695512776672
gender_Male,0.000208718170307658
academic_level_Postgraduate,0.0002008884155599999
academic_level_High School,0.00019310626249865312
internet_quality_Poor,0.0001511609921170926
bmi_category_Obese,7.750249820850794e-05
gender_Other,3.4779935546489826e-05
