feature,importance
burnout_level,0.4753956902154791
screen_time_hours,0.17996014114075082
social_media_hours,0.12139550942435827
caffeine_intake_mg,0.06488797358359902
anxiety_score,0.028923361088379684
depression_score,0.021623901259693015
stress_level_lifestyle,0.020387514693208382
sleep_quality,0.013474644985134343
tech_savviness_score,0.002966006896090187
self_study_hours,0.0029358339789738266
social_media_usage_hours,0.0029115022298844967
app_youtube_likes,0.0029055088449172215
gaming_hours,0.002894317521765291
mental_health_score,0.0028856558901558635
daily_screen_time_hours,0.0028652725691797163
exercise_minutes,0.002824417761223591
daily_steps,0.0028225137215408236
app_youtube_views,0.002815405241238051
online_classes_hours,0.002812900955203166
study_hours,0.0027918046665130146
work_related_usage_hours,0.0027898327810672334
phone_unlocks_per_day,0.002786800330360599
app_youtube_comments,0.0027467271610869403
messaging_usage_hours,0.0027228988273476124
streaming_usage_hours,0.00270528800802078
gaming_usage_hours,0.002701474743147001
push_notifications_per_day,0.0026974069303052385
app_screen_time_min,0.0026875243497045073
physical_activity_level,0.0026475956797506438
heart_rate,0.00221298848061101
app_interactions,0.001841619601075775
age,0.0016000937603349976
app_launches,0.001565072680880942
self_reported_addiction_level,0.0008027266121463387
mood_swings,0.000666212544192275
work_interest,0.0006166598551917759
social_weakness,0.0006062171456260858
growing_stress,0.0005863354413407941
part_time_job,0.00037089399557734427
upcoming_deadline,0.00037005782473996835
coping_struggles,0.00035572633803863924
internet_quality_Good,0.0003464043917294534
internet_quality_Average,0.00033312307574204203
academic_level_Undergraduate,0.00031394746986590993
app_is_productive,0.0002884944441580927
internet_quality_Excellent,0.0002807181465712277
bmi_category_Overweight,0.0002643200697795506
bmi_category_Normal,0.0002628226352890795
academic_level_High School,0.00025726445063505737
gender_Female,0.0002551522192366978
academic_level_Postgraduate,0.0002536317699800414
gender_Male,0.0002500545890014704
internet_quality_Poor,0.000176354217686797
bmi_category_Obese,9.784622946542179e-05
gender_Other,5.983653302479883e-05
